n_voxels,volume_ml,elongation,wall_contact_fraction,centroid_wall_distance_mm,compactness,filename,fold,component_id,label
41,0.09579658508300781,50.0,0.0,29.789279939951893,0.7321428571428571,20251028003-1.nii.gz,holdout,57,0
7,0.016355514526367188,11.26604230373276,1.0,0.68359375,0.35,20251028003-1.nii.gz,holdout,58,0
11,0.025701522827148438,6.040846824083702,0.8181818181818182,0.966747552403483,0.4583333333333333,20251028003-1.nii.gz,holdout,61,0
20,0.04673004150390625,3.9967210226756897,0.8,0.966747552403483,0.3333333333333333,20251028003-1.nii.gz,holdout,62,0
21,0.04906654357910156,50.0,0.0,22.31910039476593,0.75,20251028003-1.nii.gz,holdout,64,0
83,0.19392967224121094,50.0,1.0,2.4647323172117113,0.3688888888888889,20251028003-1.nii.gz,holdout,66,0
121,0.2827167510986328,1.998565955567248,0.0,20.790692242230243,0.4033333333333333,20251028003-1.nii.gz,holdout,70,0
14,0.032711029052734375,50.0,1.0,1.3671875,0.7,20251028003-1.nii.gz,holdout,71,0
6,0.014019012451171875,36.51562372846955,1.0,0.0,0.1,20251028003-1.nii.gz,holdout,72,0
21,0.04906654357910156,50.0,1.0,1.5285620939939968,0.6,20251028003-1.nii.gz,holdout,76,0
43,0.10046958923339844,12.244585455349766,0.6976744186046512,0.0,0.07026143790849673,20251028003-1.nii.gz,holdout,79,0
10,0.023365020751953125,12.261113790538365,1.0,0.966747552403483,0.16666666666666666,20251028003-1.nii.gz,holdout,82,1
8,0.0186920166015625,5.465459502393419,0.875,0.966747552403483,0.5,20251028003-1.nii.gz,holdout,85,0
17,0.03972053527832031,13.015011977065726,0.9411764705882353,0.0,0.0787037037037037,20251028003-1.nii.gz,holdout,86,0
69,0.16121864318847656,17.098890445731914,0.7101449275362319,0.68359375,0.034074074074074076,20251028003-1.nii.gz,holdout,87,1
29,0.06775856018066406,14.047064699917376,1.0,0.68359375,0.06712962962962964,20251028003-1.nii.gz,holdout,91,1
8,0.0186920166015625,50.0,0.75,0.966747552403483,0.6666666666666666,20251028003-1.nii.gz,holdout,94,0
9,0.021028518676757812,50.0,0.0,40.317538634058366,0.75,20251028003-1.nii.gz,holdout,100,0
106,0.24766921997070312,10.663857064688429,0.5377358490566038,2.05078125,0.060227272727272727,20251028003-1.nii.gz,holdout,102,0
6,0.014019012451171875,15.178787396406994,1.0,0.68359375,0.15,20251028003-1.nii.gz,holdout,103,0
29,0.06775856018066406,50.0,0.0,36.101258392803224,0.8285714285714286,20251028003-1.nii.gz,holdout,104,0
33,0.07710456848144531,50.0,0.0,33.89795157846297,0.6875,20251028003-1.nii.gz,holdout,110,0
21,0.04906654357910156,50.0,0.0,16.709620755159285,0.75,20251028003-1.nii.gz,holdout,112,0
10,0.023365020751953125,50.0,0.0,24.485590531509708,1.0,20251028003-1.nii.gz,holdout,114,0
5,0.011682510375976562,50.0,0.0,27.159402293396855,0.8333333333333334,20251028003-1.nii.gz,holdout,120,0
5,0.011682510375976562,50.0,1.0,0.68359375,0.2777777777777778,20251028003-1.nii.gz,holdout,122,0
6,0.014019012451171875,50.0,1.0,0.966747552403483,0.6666666666666666,20251028003-1.nii.gz,holdout,123,0
13,0.030374526977539062,50.0,0.0,42.92238709679267,0.8125,20251028003-1.nii.gz,holdout,125,0
5,0.011682510375976562,11.658718437003152,1.0,0.68359375,0.4166666666666667,20251028003-1.nii.gz,holdout,128,0
9,0.021028518676757812,50.0,0.0,39.20693998600766,0.9,20251028003-1.nii.gz,holdout,130,0
10,0.023365020751953125,17.570297954307378,1.0,0.68359375,0.11904761904761904,20251028003-1.nii.gz,holdout,132,0
9,0.021028518676757812,7.907343757962213,0.8888888888888888,0.0,0.3,20251028003-1.nii.gz,holdout,135,0
14,0.032711029052734375,11.377518194525912,0.8571428571428571,0.966747552403483,0.3888888888888889,20251028003-1.nii.gz,holdout,138,1
178,0.4158973693847656,3.488696439846926,0.0,35.35243114436945,0.2528409090909091,20251028003-1.nii.gz,holdout,140,0
11,0.025701522827148438,50.0,0.0,41.7524086263132,0.9166666666666666,20251028003-1.nii.gz,holdout,145,0
154,0.3598213195800781,3.423154652036895,0.0,30.36403404685604,0.3355119825708061,20251028003-1.nii.gz,holdout,146,0
22,0.051403045654296875,50.0,0.0,31.258964778577045,0.6285714285714286,20251028003-1.nii.gz,holdout,147,0
10,0.023365020751953125,8.05030896060981,0.8,0.966747552403483,0.3125,20251028003-1.nii.gz,holdout,149,0
36,0.08411407470703125,5.497204917844265,0.6666666666666666,1.3671875,0.4,20251028003-1.nii.gz,holdout,151,0
11,0.025701522827148438,7.661380669873658,0.9090909090909091,0.68359375,0.2619047619047619,20251028003-1.nii.gz,holdout,152,0
31158,72.80073165893555,3.8234165047741655,0.27559535271840296,11.6411820860825,0.0396412213740458,20251028003-1.nii.gz,holdout,153,1
110,0.2570152282714844,3.176968510477584,0.0,41.77478698639634,0.2631578947368421,20251028003-1.nii.gz,holdout,154,0
97,0.2266407012939453,9.912765671541399,0.5876288659793815,0.966747552403483,0.20726495726495728,20251028003-1.nii.gz,holdout,155,1
5,0.011682510375976562,50.0,1.0,0.68359375,0.8333333333333334,20251028003-1.nii.gz,holdout,156,0
79,0.1845836639404297,9.498456700502834,0.7341772151898734,0.0,0.0664983164983165,20251028003-1.nii.gz,holdout,158,0
18,0.042057037353515625,50.0,0.1111111111111111,2.05078125,0.32142857142857145,20251028003-1.nii.gz,holdout,160,0
6,0.014019012451171875,50.0,0.0,37.23544067958024,0.5,20251028003-1.nii.gz,holdout,161,0
14,0.032711029052734375,50.0,0.5714285714285714,0.68359375,0.875,20251028003-1.nii.gz,holdout,164,0
25,0.05841255187988281,50.0,1.0,0.0,0.17857142857142858,20251028003-1.nii.gz,holdout,167,0
63,0.1471996307373047,6.063857546012652,0.9523809523809523,0.966747552403483,0.175,20251028003-1.nii.gz,holdout,168,0
1673,3.908967971801758,2.726743771651057,0.0,83.99022508694836,0.3574786324786325,20251028003-1.nii.gz,holdout,170,0
6,0.014019012451171875,50.0,1.0,1.3671875,0.6,20251028003-1.nii.gz,holdout,171,0
266,0.6215095520019531,3.9277368666882957,0.0,25.623369862878747,0.36944444444444446,20251028003-1.nii.gz,holdout,172,0
102,0.23832321166992188,1.9773895047149515,0.8235294117647058,1.5285620939939968,0.2833333333333333,20251028003-1.nii.gz,holdout,176,0
18,0.042057037353515625,13.227085067943063,0.7222222222222222,0.68359375,0.3333333333333333,20251028003-1.nii.gz,holdout,180,1
38,0.08878707885742188,4.146598374387862,0.0,25.541170282399577,0.13194444444444445,20251028003-1.nii.gz,holdout,182,0
35,0.08177757263183594,50.0,0.0,13.131407127547835,0.7291666666666666,20251028003-1.nii.gz,holdout,183,0
60,0.14019012451171875,5.8806071168016345,0.7333333333333333,2.4647323172117113,0.21428571428571427,20251028003-1.nii.gz,holdout,185,0
6,0.014019012451171875,50.0,0.0,7.642810469969985,0.6666666666666666,20251028003-1.nii.gz,holdout,187,0
49,0.11448860168457031,9.237740643646546,0.673469387755102,0.68359375,0.3402777777777778,20251028003-1.nii.gz,holdout,189,1
503,1.1752605438232422,3.9852583633358214,0.1988071570576541,3.41796875,0.22811791383219954,20251028003-1.nii.gz,holdout,190,1
3066,7.163715362548828,5.425667421140135,0.001304631441617743,13.39556159915069,0.31285714285714283,20251028003-1.nii.gz,holdout,191,0
24,0.0560760498046875,7.1005428619879165,0.0,23.818069087125064,0.16666666666666666,20251028003-1.nii.gz,holdout,192,0
5382,12.575054168701172,1.5386965617829271,0.0,54.25210679705393,0.4654903995848469,20251028003-1.nii.gz,holdout,193,0
117,0.27337074279785156,6.194440529686779,0.15384615384615385,2.4647323172117113,0.3482142857142857,20251028003-1.nii.gz,holdout,194,1
11,0.025701522827148438,50.0,0.0,29.27105633163127,0.7333333333333333,20251028003-1.nii.gz,holdout,195,0
143,0.3341197967529297,12.085210887212583,0.6223776223776224,0.68359375,0.12159863945578231,20251028003-1.nii.gz,holdout,198,1
417,0.9743213653564453,3.050577665826021,0.4316546762589928,4.377135709182611,0.139,20251028003-1.nii.gz,holdout,199,0
17,0.03972053527832031,3.556518012523979,0.8235294117647058,0.966747552403483,0.3541666666666667,20251028003-1.nii.gz,holdout,201,0
123,0.28738975524902344,4.384146379103832,0.6260162601626016,0.68359375,0.1921875,20251028003-1.nii.gz,holdout,204,0
9,0.021028518676757812,50.0,0.0,32.99357126212478,0.6,20251028003-1.nii.gz,holdout,205,0
5,0.011682510375976562,50.0,0.0,46.161538143347926,0.625,20251028003-1.nii.gz,holdout,206,0
56,0.1308441162109375,6.404956640918563,0.8928571428571429,2.4647323172117113,0.24561403508771928,20251028003-1.nii.gz,holdout,208,0
55,0.1285076141357422,15.25902120330516,0.7454545454545455,0.0,0.10073260073260074,20251028003-1.nii.gz,holdout,209,1
96,0.22430419921875,3.8803950323210787,0.9375,1.3671875,0.14545454545454545,20251028003-1.nii.gz,holdout,210,0
23,0.05373954772949219,50.0,0.0,2.05078125,0.8214285714285714,20251028003-1.nii.gz,holdout,211,0
15,0.03504753112792969,2.98676012940274,0.0,22.605141708041227,0.25,20251028003-1.nii.gz,holdout,213,0
8,0.0186920166015625,50.0,0.0,1.3671875,0.5,20251028003-1.nii.gz,holdout,214,0
33,0.07710456848144531,50.0,0.0,65.74412550990773,0.6875,20251028003-1.nii.gz,holdout,216,0
82,0.19159317016601562,14.66951903870136,0.5365853658536586,1.5285620939939968,0.03037037037037037,20251028003-1.nii.gz,holdout,217,0
958,2.2383689880371094,5.028261522574916,0.0,34.49944736203948,0.1236288553361724,20251028003-1.nii.gz,holdout,219,0
23,0.05373954772949219,11.349193746421896,0.0,18.876334237947137,0.19166666666666668,20251028003-1.nii.gz,holdout,222,0
342,0.7990837097167969,4.891972642881795,0.0,8.231558794096296,0.36538461538461536,20251028003-1.nii.gz,holdout,223,0
46,0.10747909545898438,2.9577208267286568,0.3695652173913043,2.05078125,0.27380952380952384,20251028003-1.nii.gz,holdout,225,0
12,0.02803802490234375,50.0,0.0,15.9805852400423,0.75,20251028003-1.nii.gz,holdout,227,0
79,0.1845836639404297,8.156295476426696,0.6455696202531646,0.68359375,0.13277310924369748,20251028003-1.nii.gz,holdout,229,0
11,0.025701522827148438,18.67817190437792,1.0,0.68359375,0.12222222222222222,20251028003-1.nii.gz,holdout,231,1
6,0.014019012451171875,50.0,0.0,10.6122287962715,1.0,20251028003-1.nii.gz,holdout,232,0
31,0.07243156433105469,50.0,1.0,1.933495104806966,0.6458333333333334,20251028003-1.nii.gz,holdout,233,0
28,0.06542205810546875,50.0,0.0,8.386187468617015,0.7,20251028003-1.nii.gz,holdout,236,0
115,0.26869773864746094,3.015888491888969,0.8608695652173913,0.68359375,0.12609649122807018,20251028003-1.nii.gz,holdout,241,0
36,0.08411407470703125,11.267001424241926,0.75,0.68359375,0.11538461538461539,20251028003-1.nii.gz,holdout,242,1
7,0.016355514526367188,9.86535500614462,0.8571428571428571,0.966747552403483,0.19444444444444445,20251028003-1.nii.gz,holdout,243,0
28,0.06542205810546875,4.425392050103568,0.0,53.85008963149748,0.4,20251028003-1.nii.gz,holdout,244,0
18,0.042057037353515625,50.0,1.0,2.4647323172117113,0.6,20251028003-1.nii.gz,holdout,245,0
98,0.22897720336914062,2.7459248818218818,0.826530612244898,2.05078125,0.24019607843137256,20251028003-1.nii.gz,holdout,253,0
3469,8.105325698852539,50.0,0.05448255981550879,3.41796875,0.00943319265576053,20251028003-1.nii.gz,holdout,256,0
29,0.06775856018066406,50.0,1.0,0.68359375,0.3717948717948718,20251028003-1.nii.gz,holdout,259,0
12,0.02803802490234375,50.0,0.0,14.092646181310363,0.75,20251028003-1.nii.gz,holdout,261,0
14,0.032711029052734375,5.282496822908777,0.0,8.001259704593494,0.4666666666666667,20251028003-1.nii.gz,holdout,262,0
91,0.21262168884277344,7.912552873774021,0.5934065934065934,1.3671875,0.14942528735632185,20251028003-1.nii.gz,holdout,267,0
9,0.021028518676757812,50.0,1.0,1.3671875,0.9,20251028003-1.nii.gz,holdout,269,0
3033,7.086610794067383,2.2876053544303714,0.0,28.62928173575226,0.32700808625336925,20251028003-1.nii.gz,holdout,271,0
307,0.7173061370849609,9.150633451142971,0.7361563517915309,1.933495104806966,0.0374755859375,20251028003-1.nii.gz,holdout,276,0
6,0.014019012451171875,50.0,0.0,2.161713244255728,0.5,20251028003-1.nii.gz,holdout,277,0
20,0.04673004150390625,16.05812427617161,1.0,0.68359375,0.17857142857142858,20251028003-1.nii.gz,holdout,280,0
73,0.1705646514892578,2.1328619452729756,0.0,9.66747552403483,0.365,20251028003-1.nii.gz,holdout,281,0
6,0.014019012451171875,50.0,0.8333333333333334,0.68359375,0.6,20251028003-1.nii.gz,holdout,282,0
5,0.011682510375976562,50.0,1.0,0.68359375,0.2,20251028003-1.nii.gz,holdout,285,0
142,0.3317832946777344,3.235898203558997,0.0,10.367102133220499,0.17794486215538846,20251028003-1.nii.gz,holdout,290,0
82,0.19159317016601562,9.606578783716055,0.6951219512195121,0.966747552403483,0.22777777777777777,20251028003-1.nii.gz,holdout,296,0
5,0.011682510375976562,50.0,1.0,0.68359375,0.3125,20251028003-1.nii.gz,holdout,297,0
6,0.014019012451171875,50.0,1.0,0.68359375,0.12,20251028003-1.nii.gz,holdout,299,0
14,0.032711029052734375,34.90599045901854,0.9285714285714286,0.68359375,0.1,20251028003-1.nii.gz,holdout,300,0
5,0.011682510375976562,50.0,1.0,0.68359375,0.3125,20251028003-1.nii.gz,holdout,302,0
24,0.0560760498046875,50.0,0.08333333333333333,3.41796875,0.48,20251028003-1.nii.gz,holdout,306,0
18,0.042057037353515625,50.0,0.0,19.262308520554217,0.75,20251028003-1.nii.gz,holdout,308,0
61,0.14252662658691406,4.575242228320259,0.0,18.727209863784477,0.18154761904761904,20251028003-1.nii.gz,holdout,309,0
9,0.021028518676757812,50.0,0.0,28.346472292951695,0.5625,20251028003-1.nii.gz,holdout,310,0
23,0.05373954772949219,11.246115251103499,0.7391304347826086,0.0,0.13690476190476192,20251028003-1.nii.gz,holdout,314,0
6,0.014019012451171875,50.0,1.0,0.68359375,0.3333333333333333,20251028003-1.nii.gz,holdout,320,0
25,0.05841255187988281,10.189159888078557,0.88,0.0,0.06944444444444445,20251028003-1.nii.gz,holdout,321,0
22,0.051403045654296875,7.219532365610044,0.6818181818181818,0.966747552403483,0.3055555555555556,20251028003-1.nii.gz,holdout,324,0
23,0.05373954772949219,50.0,0.0,6.114248375975987,0.7666666666666667,20251028003-1.nii.gz,holdout,326,0
17,0.03972053527832031,50.0,1.0,0.966747552403483,0.85,20251028003-1.nii.gz,holdout,329,0
5,0.011682510375976562,50.0,0.0,18.469686055223452,0.5555555555555556,20251028003-1.nii.gz,holdout,333,0
20,0.04673004150390625,50.0,0.0,42.76423274245408,0.7142857142857143,20251028003-1.nii.gz,holdout,339,0
21,0.04906654357910156,50.0,0.0,18.727209863784477,0.65625,20251028003-1.nii.gz,holdout,346,0
6,0.014019012451171875,50.0,1.0,0.68359375,0.25,20251028003-1.nii.gz,holdout,350,0
5,0.011682510375976562,50.0,0.0,1.5285620939939968,0.5,20251028003-1.nii.gz,holdout,363,0
6,0.014019012451171875,50.0,0.0,1.933495104806966,0.3333333333333333,20251028003-1.nii.gz,holdout,368,0
55,0.1285076141357422,18.251104241947672,0.8,1.3671875,0.09821428571428571,20251028003-1.nii.gz,holdout,369,0
81,0.299102783203125,18.202668294215137,0.8024691358024691,1.71875,0.026470588235294117,20251028006-1.nii.gz,train,2,0
7,0.025848388671875,7.917065558911265,0.8571428571428571,1.2153397801643786,0.19444444444444445,20251028006-1.nii.gz,train,4,0
15,0.055389404296875,11.990515733436249,1.0,0.859375,0.1111111111111111,20251028006-1.nii.gz,train,6,0
32225,118.99490356445312,12.081133192537738,0.08859581070597362,6.544805012851796,0.025165714964014395,20251028006-1.nii.gz,train,8,0
172,0.6351318359375,8.127007260384481,0.32558139534883723,0.859375,0.11944444444444445,20251028006-1.nii.gz,train,11,1
12221,45.127593994140625,6.1710892837482785,0.12928565583831111,3.646019340493136,0.04405551550108147,20251028006-1.nii.gz,train,12,1
46,0.16986083984375,9.763289817994917,0.15217391304347827,3.4375,0.1393939393939394,20251028006-1.nii.gz,train,18,0
22,0.08123779296875,18.577560311147042,0.9545454545454546,0.859375,0.08058608058608059,20251028006-1.nii.gz,train,19,0
97,0.358184814453125,4.897077744025394,0.38144329896907214,1.71875,0.17572463768115942,20251028006-1.nii.gz,train,20,0
315,1.163177490234375,8.15159621681631,0.9238095238095239,0.0,0.09528130671506352,20251028006-1.nii.gz,train,21,0
31,0.114471435546875,50.0,0.0,15.03292285389804,0.7045454545454546,20251028006-1.nii.gz,train,23,0
10,0.03692626953125,5.604473930428325,0.8,0.859375,0.23809523809523808,20251028006-1.nii.gz,train,24,0
111,0.409881591796875,4.528927225425434,0.46846846846846846,0.0,0.10511363636363637,20251028006-1.nii.gz,train,25,0
66,0.24371337890625,4.327954478832654,0.0,11.204879133942052,0.275,20251028006-1.nii.gz,train,26,0
731,2.699310302734375,2.4030997737151045,0.0,24.591511373655443,0.4210829493087558,20251028006-1.nii.gz,train,28,0
80,0.29541015625,1.9610496712436754,0.375,1.2153397801643786,0.20202020202020202,20251028006-1.nii.gz,train,29,0
14,0.05169677734375,50.0,1.0,1.2153397801643786,0.3333333333333333,20251028006-1.nii.gz,train,30,0
2068,7.6363525390625,2.560111525557219,0.3921663442940039,4.3819698944938,0.07204570791527314,20251028006-1.nii.gz,train,31,0
14,0.05169677734375,9.701717498808826,0.8571428571428571,0.859375,0.07291666666666667,20251028006-1.nii.gz,train,32,0
224,0.8271484375,12.09150785271833,0.48660714285714285,0.0,0.1111111111111111,20251028006-1.nii.gz,train,33,0
2259,8.341644287109375,15.721643079707546,0.31341301460823373,0.859375,0.026185839476978716,20251028006-1.nii.gz,train,34,1
8,0.029541015625,4.369098448960563,1.0,1.2153397801643786,0.3333333333333333,20251028006-1.nii.gz,train,35,0
5,0.018463134765625,50.0,1.0,0.859375,0.18518518518518517,20251028006-1.nii.gz,train,37,0
57,0.210479736328125,5.072339590635193,0.3684210526315789,1.2153397801643786,0.30158730158730157,20251028006-1.nii.gz,train,39,0
846,3.12396240234375,1.987108874287,0.0,11.199975585910892,0.47,20251028006-1.nii.gz,train,40,0
8,0.029541015625,50.0,0.375,5.073315029704443,0.6666666666666666,20251028006-1.nii.gz,train,41,0
16,0.05908203125,5.649696363682726,0.0,15.738649183618014,0.32,20251028006-1.nii.gz,train,42,0
38,0.14031982421875,9.864024878539816,0.7105263157894737,0.859375,0.15833333333333333,20251028006-1.nii.gz,train,44,0
77,0.284332275390625,11.664722160416824,0.5714285714285714,0.859375,0.06416666666666666,20251028006-1.nii.gz,train,45,0
5,0.018463134765625,50.0,1.0,3.0985206273518657,0.625,20251028006-1.nii.gz,train,46,0
6,0.02215576171875,7.529175834317823,0.8333333333333334,1.2153397801643786,0.375,20251028006-1.nii.gz,train,47,0
10,0.03692626953125,19.2961395371852,1.0,0.859375,0.16666666666666666,20251028006-1.nii.gz,train,48,0
185,0.683135986328125,8.337075207672125,1.0,3.0985206273518657,0.14208909370199693,20251028006-1.nii.gz,train,50,0
35,0.129241943359375,2.3019195798251495,0.0,25.15782700802327,0.3888888888888889,20251028006-1.nii.gz,train,51,0
325,1.200103759765625,3.8827035596089328,0.36923076923076925,6.592657640559306,0.1846590909090909,20251028006-1.nii.gz,train,54,0
8,0.029541015625,50.0,0.0,16.927724346837056,1.0,20251028006-1.nii.gz,train,55,0
5,0.018463134765625,50.0,1.0,3.0985206273518657,0.5555555555555556,20251028006-1.nii.gz,train,59,0
215,0.793914794921875,2.82861960912253,0.29767441860465116,0.859375,0.17063492063492064,20251028006-1.nii.gz,train,65,0
88,0.324951171875,9.478216922917488,0.7159090909090909,0.0,0.06470588235294118,20251028006-1.nii.gz,train,67,0
273,1.008087158203125,5.5612242855267935,0.45787545787545786,0.859375,0.065625,20251028006-1.nii.gz,train,68,0
99,0.365570068359375,5.153472568405038,0.5252525252525253,1.2153397801643786,0.08088235294117647,20251028006-1.nii.gz,train,70,0
21,0.077545166015625,9.927177801943778,0.8095238095238095,0.859375,0.15555555555555556,20251028006-1.nii.gz,train,72,0
68,0.2510986328125,7.10423511528024,0.7205882352941176,0.859375,0.09444444444444444,20251028006-1.nii.gz,train,74,0
365,1.347808837890625,2.9706812916827117,0.4684931506849315,0.0,0.09217171717171717,20251028006-1.nii.gz,train,76,0
37,0.136627197265625,11.937511500873102,0.8918918918918919,0.859375,0.12585034013605442,20251028006-1.nii.gz,train,82,0
460,1.6986083984375,4.033144868247465,0.2717391304347826,0.859375,0.1419753086419753,20251028006-1.nii.gz,train,83,0
72,0.265869140625,5.0391668420663365,0.4861111111111111,1.2153397801643786,0.16666666666666666,20251028006-1.nii.gz,train,84,0
122,0.45050048828125,12.066319015708414,0.4672131147540984,1.2153397801643786,0.058095238095238096,20251028006-1.nii.gz,train,85,0
122,0.45050048828125,5.996745030613467,0.6967213114754098,5.0,0.3177083333333333,20251028006-1.nii.gz,train,87,0
22,0.08123779296875,4.282779652713946,0.6363636363636364,0.859375,0.13333333333333333,20251028006-1.nii.gz,train,88,0
6,0.02215576171875,50.0,1.0,3.646019340493136,1.0,20251028006-1.nii.gz,train,90,0
43,0.158782958984375,3.8465030499232555,0.5348837209302325,0.859375,0.2986111111111111,20251028006-1.nii.gz,train,91,0
5,0.018463134765625,50.0,1.0,0.859375,1.0,20251028006-1.nii.gz,train,93,0
9,0.033233642578125,11.034036997436452,1.0,0.859375,0.15,20251028006-1.nii.gz,train,96,0
59,0.217864990234375,3.9875647992349355,0.8305084745762712,1.71875,0.28095238095238095,20251028006-1.nii.gz,train,98,0
216,0.797607421875,8.518843783335475,0.28703703703703703,4.296875,0.15428571428571428,20251028006-1.nii.gz,train,100,1
7,0.025848388671875,7.447258022284762,0.42857142857142855,1.9216209181638817,0.4375,20251028006-1.nii.gz,train,101,0
267,0.985931396484375,5.545145481436568,0.3895131086142322,0.859375,0.09590517241379311,20251028006-1.nii.gz,train,102,0
5,0.018463134765625,50.0,0.4,2.717582364207201,0.5555555555555556,20251028006-1.nii.gz,train,103,0
64,0.236328125,5.6026812913379676,0.859375,1.9216209181638817,0.14814814814814814,20251028006-1.nii.gz,train,104,1
300,1.1077880859375,13.307250832864414,1.0,0.0,0.13392857142857142,20251028006-1.nii.gz,train,105,0
9,0.033233642578125,11.529004196524468,0.8888888888888888,0.859375,0.32142857142857145,20251028006-1.nii.gz,train,109,0
15,0.055389404296875,10.554557469064134,1.0,0.859375,0.2,20251028006-1.nii.gz,train,110,1
30,0.11077880859375,7.647922185127343,1.0,0.0,0.13333333333333333,20251028006-1.nii.gz,train,117,0
228,0.8419189453125,5.18520252108707,0.4956140350877193,0.0,0.07335907335907337,20251028006-1.nii.gz,train,118,0
45,0.166168212890625,5.4945344447950415,0.4,1.71875,0.19230769230769232,20251028006-1.nii.gz,train,119,0
807,2.979949951171875,2.5550344687240933,0.3952912019826518,10.0,0.168125,20251028006-1.nii.gz,train,121,0
11,0.040618896484375,50.0,1.0,3.646019340493136,0.36666666666666664,20251028006-1.nii.gz,train,126,0
7,0.025848388671875,11.217616525971446,1.0,0.859375,0.21875,20251028006-1.nii.gz,train,130,0
11,0.040618896484375,6.486718771333169,0.9090909090909091,1.71875,0.13095238095238096,20251028006-1.nii.gz,train,132,1
1081,3.991729736328125,4.4870277044996545,0.0,25.67223637907545,0.20909090909090908,20251028006-1.nii.gz,train,134,0
43,0.158782958984375,2.9117207988923512,0.3953488372093023,10.0,0.26875,20251028006-1.nii.gz,train,135,0
270,0.99700927734375,2.6260294315271766,0.6333333333333333,0.0,0.25961538461538464,20251028006-1.nii.gz,train,138,0
46,0.16986083984375,3.6976041217712656,0.4782608695652174,1.2153397801643786,0.19166666666666668,20251028006-1.nii.gz,train,139,0
14,0.05169677734375,9.118596428604791,0.8571428571428571,1.71875,0.3888888888888889,20251028006-1.nii.gz,train,140,0
323,1.192718505859375,7.693787272160778,0.24458204334365324,1.71875,0.04047619047619048,20251028006-1.nii.gz,train,142,0
90,0.33233642578125,2.565902555190263,0.16666666666666666,10.0,0.19230769230769232,20251028006-1.nii.gz,train,145,0
34,0.12554931640625,7.886188435846765,0.5882352941176471,0.859375,0.10493827160493827,20251028006-1.nii.gz,train,146,0
9,0.033233642578125,15.73108961526319,0.8888888888888888,0.859375,0.3333333333333333,20251028006-1.nii.gz,train,147,0
6,0.02215576171875,50.0,0.0,10.0,0.75,20251028006-1.nii.gz,train,148,0
13,0.048004150390625,9.326732929260134,1.0,0.0,0.07222222222222222,20251028006-1.nii.gz,train,149,0
5,0.018463134765625,50.0,1.0,0.859375,0.4166666666666667,20251028006-1.nii.gz,train,151,1
16,0.05908203125,6.61399941326811,0.0,15.0,0.25396825396825395,20251028006-1.nii.gz,train,152,0
6,0.02215576171875,50.0,1.0,0.859375,1.0,20251028006-1.nii.gz,train,154,1
26976,99.6123046875,5.205857436941298,0.18935349940688018,1.71875,0.04156164299140295,20251028006-1.nii.gz,train,156,0
21,0.077545166015625,8.067018807055524,0.6190476190476191,1.2153397801643786,0.2916666666666667,20251028006-1.nii.gz,train,157,0
6,0.02215576171875,4.2505174812241195,0.8333333333333334,1.2153397801643786,0.3333333333333333,20251028006-1.nii.gz,train,159,0
347,1.281341552734375,14.139050957749284,0.43804034582132567,0.0,0.07510822510822511,20251028006-1.nii.gz,train,161,0
85,0.313873291015625,7.339469249678895,0.6705882352941176,0.859375,0.10493827160493827,20251028006-1.nii.gz,train,164,1
33,0.121856689453125,10.140393582070411,0.9393939393939394,0.0,0.075,20251028006-1.nii.gz,train,168,0
