filepath,filename,status,elapsed_s,volume_reduction,bbox_min_x,bbox_min_y,bbox_min_z,bbox_max_x,bbox_max_y,bbox_max_z,error
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028032-1.nii.gz,20251028032-1.nii.gz,ok,6.5735673904418945,0.240234375,-167.802734375,-290.939453125,-1312.2999877929688,189.197265625,-19.703125,-857.2999877929688,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028034-1.nii.gz,20251028034-1.nii.gz,ok,2.425758123397827,0.26171875,-223.572265625,-298.5416717529297,-1414.9000244140625,251.427734375,52.14192199707031,-815.2747116088867,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028036-1.nii.gz,20251028036-1.nii.gz,ok,2.51042103767395,0.283203125,-169.7625732421875,-298.3375778198242,-1113.800048828125,249.2374267578125,2.0003128051757812,-535.3476600646973,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028039-1.nii.gz,20251028039-1.nii.gz,ok,2.7778820991516113,0.2584686279296875,-196.28143310546875,-297.620849609375,-1266.5,206.86700439453125,14.597900390625,-714.5,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028051-1.nii.gz,20251028051-1.nii.gz,ok,7.904874801635742,0.2403564453125,-201.76904296875,-287.0472640991211,192.23599243164062,192.12939453125,16.905860900878906,737.2827339172363,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028054-1.nii.gz,20251028054-1.nii.gz,ok,7.96879243850708,0.24142837524414062,-249.16415405273438,-272.22265625,-324.5509948730469,185.25576782226562,86.107421875,346.60639905929565,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028055-1.nii.gz,20251028055-1.nii.gz,ok,7.628206968307495,0.25341033935546875,-181.560546875,-297.845703125,-26.100006103515625,206.529296875,8.41796875,508.8999938964844,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028056-1.nii.gz,20251028056-1.nii.gz,ok,7.221487045288086,0.4500885009765625,-268.8074983805418,-271.20660465955734,-732.2000732421875,208.3206068277359,-32.53896713256836,-222.2000732421875,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028058-1.nii.gz,20251028058-1.nii.gz,ok,5.575592756271362,0.3107795715332031,-144.3681182861328,-274.8671875,46.29999923706055,176.6084442138672,-38.1875,476.29999923706055,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028059-1.nii.gz,20251028059-1.nii.gz,ok,6.546020030975342,0.158203125,-184.740234375,-302.19921875,-1088.0,204.259765625,25.259765625,-638.0,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028060-1.nii.gz,20251028060-1.nii.gz,ok,6.097667932510376,0.3450775146484375,-148.20849609375,-280.0375003814697,-18.04800033569336,196.91650390625,-44.91250038146973,426.95199966430664,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028063-1.nii.gz,20251028063-1.nii.gz,ok,5.732320547103882,0.434661865234375,-172.64096069335938,-295.74986243247986,-760.2000122070312,165.05435180664062,-90.67173743247986,-320.20001220703125,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028065-1.nii.gz,20251028065-1.nii.gz,ok,7.6217052936553955,0.2229156494140625,-207.3230743408203,-298.32038497924805,-1084.7999877929688,207.4113006591797,29.058521270751953,-564.7999877929688,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028066-1.nii.gz,20251028066-1.nii.gz,ok,8.28203558921814,0.3833770751953125,-163.80020141601562,-294.0578155517578,-348.3399963378906,258.7818298339844,-22.999221801757812,216.66000366210938,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028076-1.nii.gz,20251028076-1.nii.gz,ok,5.4781365394592285,0.265625,-130.02809143066406,-298.46123695373535,-1017.9000244140625,150.97190856933594,-92.10186195373535,-607.9000244140625,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028077-1.nii.gz,20251028077-1.nii.gz,ok,8.941328763961792,0.26818084716796875,-174.16015625,-301.01371002197266,-444.70001220703125,243.2421875,23.165977478027344,175.29998779296875,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028083-1.nii.gz,20251028083-1.nii.gz,ok,7.825417757034302,0.4653129577636719,-182.224609375,-296.5078125,-884.2000122070312,252.5703125,-37.423828125,-349.20001220703125,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028086-1.nii.gz,20251028086-1.nii.gz,ok,4.911522626876831,0.18641618497109824,-214.7952337563039,-251.75146196782592,-974.8400064110755,193.4308336675167,-36.6555210351944,-490.44001466035843,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028092-1.nii.gz,20251028092-1.nii.gz,ok,7.877893447875977,0.23046875,-142.03514099121094,-287.67389965057373,-680.5999755859375,180.96485900878906,-39.11530590057373,-145.5999755859375,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028099-2.nii.gz,20251028099-2.nii.gz,ok,7.480655193328857,0.4210548400878906,-224.65264892578125,-287.8951873779297,-789.5700073242188,197.52117919921875,-42.52214050292969,-269.57000732421875,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028100-1.nii.gz,20251028100-1.nii.gz,ok,3.4992940425872803,0.14890282131661448,-165.66225630044949,-286.04045470803976,-579.6999908089637,249.96174427866936,-40.63059288263318,-69.2999832034111,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028104-1.nii.gz,20251028104-1.nii.gz,ok,4.816294431686401,0.38889312744140625,-202.7421875,-297.4375,-1253.699951171875,242.171875,35.046875,-868.699951171875,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028105-1.nii.gz,20251028105-1.nii.gz,ok,3.1047873497009277,0.03515625,-201.22637176513672,-280.1962890625,-1349.6161079406738,234.9941864013672,-30.1962890625,-897.5008735656738,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028116-1.nii.gz,20251028116-1.nii.gz,ok,6.932942867279053,0.2884521484375,-76.47705078125,-157.556884765625,-821.1920776367188,259.74169921875,133.736083984375,-336.19207763671875,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028120-1.nii.gz,20251028120-1.nii.gz,ok,2.810218334197998,0.051204819277108404,-199.67098757624638,-243.05971091240647,-796.136691570282,172.98085555434227,-83.70286033302546,-353.9013862609864,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028123-1.nii.gz,20251028123-1.nii.gz,ok,5.610328197479248,0.3040962219238281,-211.40625,-293.765625,-535.8999876976013,195.796875,-9.28125,-14.69517469406128,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028127-1.nii.gz,20251028127-1.nii.gz,ok,7.516418933868408,0.2890625,-203.2996826171875,-276.97156524658203,-1057.5679931640625,216.7003173828125,21.62218475341797,-542.5679931640625,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028128-1.nii.gz,20251028128-1.nii.gz,ok,5.897183179855347,0.1547558678643871,-203.7404095977546,-248.6047683972866,-913.9023754596709,252.82509504258633,-23.54373520426455,-321.3371534347534,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028132-1.nii.gz,20251028132-1.nii.gz,ok,5.465658903121948,0.3099730458221024,-184.3992651216687,-269.12858759844676,-71.6876220703124,189.81317150220275,-42.64336788142097,467.5123291015625,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028135-1.nii.gz,20251028135-1.nii.gz,ok,2.0035130977630615,0.36328125,-200.08200073242188,-276.6500015258789,-1074.052001953125,183.91799926757812,-32.150001525878906,-558.9004917144775,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028137-1.nii.gz,20251028137-1.nii.gz,ok,7.772082328796387,0.4886474609375,-195.9453125,-300.015625,-1953.800048828125,241.9453125,-36.5390625,-1413.800048828125,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028139-1.nii.gz,20251028139-1.nii.gz,ok,5.222445011138916,0.38190460205078125,-165.99351501464844,-276.5093421936035,-809.1480102539062,189.78968811035156,-37.388248443603516,-404.14801025390625,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028140-1.nii.gz,20251028140-1.nii.gz,ok,9.296123504638672,0.28863525390625,-174.1796875,-299.6307678222656,-1179.800048828125,239.2578125,3.884857177734375,-574.800048828125,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028142-1.nii.gz,20251028142-1.nii.gz,ok,8.623427629470825,0.236328125,-152.26377868652344,-295.93235969543457,-567.4000244140625,197.73622131347656,-28.64720344543457,-12.4000244140625,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028146-1.nii.gz,20251028146-1.nii.gz,ok,8.516674280166626,0.166015625,-185.31640625,-298.83203125,-1729.5999755859375,164.68359375,-6.9375,-1164.5999755859375,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028154-1.nii.gz,20251028154-1.nii.gz,ok,8.24379301071167,0.259765625,-178.93768310546875,-295.375,-988.5999755859375,214.06231689453125,-4.462890625,-458.5999755859375,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028157-1.nii.gz,20251028157-1.nii.gz,ok,2.6082763671875,0.162109375,-223.2573533654213,-255.6249487400055,-957.8134704232216,215.63284507393837,-75.71172940731049,-453.2009521126747,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028160-1.nii.gz,20251028160-1.nii.gz,ok,6.876747131347656,0.43359375,-188.58261108398438,-290.6956558227539,-846.0,256.4173889160156,-38.644874572753906,-361.0,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028163-1.nii.gz,20251028163-1.nii.gz,ok,10.35062026977539,0.25,-216.83473205566406,-275.15423583984375,10.15999984741211,204.16526794433594,40.59576416015625,650.1599998474121,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028164-1.nii.gz,20251028164-1.nii.gz,ok,7.6608946323394775,0.4367218017578125,-150.50100708007812,-283.6296844482422,-912.2529907226562,246.60836791992188,-6.5164031982421875,-387.25299072265625,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028169-1.nii.gz,20251028169-1.nii.gz,ok,5.175298452377319,0.1963788300835655,-259.82689851522457,-226.03799635171893,-878.6700158715247,219.28438991308212,-41.23560309410095,-304.2700073122978,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028174-1.nii.gz,20251028174-1.nii.gz,ok,8.68983793258667,0.3486213684082031,-221.5655059814453,-282.42499923706055,-210.96600341796875,169.2469940185547,6.012500762939453,369.03399658203125,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028176-1.nii.gz,20251028176-1.nii.gz,ok,3.5666778087615967,0.521484375,-145.181168358773,-295.1128116250038,-584.3365975022316,148.4023128822446,-67.04696352779865,-85.49092489480972,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028179-1.nii.gz,20251028179-1.nii.gz,ok,7.282816171646118,0.3158721923828125,-194.21092224121094,-284.96696853637695,30.819000244140625,172.33204650878906,-11.181812286376953,530.8190002441406,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028182-1.nii.gz,20251028182-1.nii.gz,ok,3.734168291091919,0.21994134897360706,-189.83058080077177,-262.2047885451466,-881.6909426450729,171.1019444167614,-84.96668213792142,-427.39096939563757,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028185-1.nii.gz,20251028185-1.nii.gz,ok,8.651864051818848,0.4113616943359375,-258.47291564941406,-297.10414123535156,-1082.93994140625,214.15013122558594,-6.5494537353515625,-487.764524936676,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028189-1.nii.gz,20251028189-1.nii.gz,ok,9.547900199890137,0.3453369140625,-224.0234375,-301.7765655517578,-1821.22998046875,260.3515625,36.11405944824219,-1181.22998046875,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028193-1.nii.gz,20251028193-1.nii.gz,ok,8.520565271377563,0.3411214953271028,-221.70548325777065,-240.56320335716012,-1360.0179951786995,199.50953882932663,-8.033821873366833,-760.8180053830148,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028197-1.nii.gz,20251028197-1.nii.gz,ok,8.472598791122437,0.3770751953125,-214.0529022216797,-276.2750015258789,-43.277000427246094,201.3533477783203,-9.228126525878906,531.7229995727539,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028201-1.nii.gz,20251028201-1.nii.gz,ok,2.783923864364624,0.28515625,-158.3510056734085,-264.66835021972656,-1202.6963592767715,245.17493164539337,-29.668350219726562,-638.2010589838028,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028206-1.nii.gz,20251028206-1.nii.gz,ok,5.968916416168213,0.32456140350877194,-182.3165159225465,-257.8499755859375,-45.553587913513084,195.45628929138184,-37.8499755859375,513.7464094161987,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028208-1.nii.gz,20251028208-1.nii.gz,ok,7.199304819107056,0.30511474609375,-168.84243774414062,-297.8164482116699,-1675.800048828125,194.84506225585938,-39.06644821166992,-1195.800048828125,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028211-1.nii.gz,20251028211-1.nii.gz,ok,8.671645641326904,0.43218994140625,-205.87478637695312,-294.92578125,-491.0,225.01193237304688,31.88671875,64.0,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028212-1.nii.gz,20251028212-1.nii.gz,ok,5.638152599334717,0.5678138732910156,-203.2421875,-272.2062530517578,-1120.699951171875,189.0625,-14.135940551757812,-625.699951171875,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028219-1.nii.gz,20251028219-1.nii.gz,ok,4.213006496429443,0.24609375,-195.68067932128906,-279.92070388793945,-1435.4339599609375,181.31932067871094,4.301952362060547,-905.4339599609375,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028228-1.nii.gz,20251028228-1.nii.gz,ok,4.086694717407227,0.3775444030761719,-200.23997497558594,-284.9855651855469,-938.5390014648438,214.94361877441406,-12.911346435546875,-418.53900146484375,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028234-1.nii.gz,20251028234-1.nii.gz,ok,3.6508920192718506,0.24609375,-185.87301635742188,-276.83576583862305,-10.097999572753906,177.12698364257812,-3.167797088623047,484.9020004272461,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028239-1.nii.gz,20251028239-1.nii.gz,ok,4.5823304653167725,0.5082931518554688,-224.46484375,-296.5,-480.0,224.90234375,-25.12890625,110.0,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028240-1.nii.gz,20251028240-1.nii.gz,ok,1.4166369438171387,0.21875,-185.83584433794022,-272.8820826932788,-1083.4244231581688,207.66356246173382,-54.30564396828413,-584.4009551405907,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028243-1.nii.gz,20251028243-1.nii.gz,ok,3.666667938232422,0.41796875,-234.15243530273438,-286.3340606689453,-573.9860229492188,201.84756469726562,-32.56843566894531,-53.98602294921875,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028245-1.nii.gz,20251028245-1.nii.gz,ok,3.833191156387329,0.36493682861328125,-219.60238647460938,-302.88733673095703,-1368.5999755859375,262.8194885253906,26.21422576904297,-828.5999755859375,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028247-1.nii.gz,20251028247-1.nii.gz,ok,4.101637363433838,0.23691940307617188,-192.2898712158203,-279.04296875,-1282.7020263671875,167.5890350341797,-1.1796875,-727.7020263671875,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028248-1.nii.gz,20251028248-1.nii.gz,ok,3.6982100009918213,0.346405029296875,-175.18887329101562,-291.2140121459961,-867.800048828125,185.26425170898438,-14.001121520996094,-342.800048828125,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028252-1.nii.gz,20251028252-1.nii.gz,ok,3.88320255279541,0.4141654968261719,-234.43914794921875,-287.54302978515625,-944.7999877929688,205.28936767578125,-14.15045166015625,-434.79998779296875,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028260-1.nii.gz,20251028260-1.nii.gz,ok,3.5346837043762207,0.34863523573200994,-160.5847732126714,-266.62506160140043,-993.8290004134177,195.32718655467033,-9.753679376095533,-429.62901002168655,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028263-1.nii.gz,20251028263-1.nii.gz,ok,4.799090147018433,0.5980902777777778,-183.25856018066406,-292.39422607421875,-1150.300048828125,210.11058044433594,-40.90985107421875,-637.1177172660828,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028264-1.nii.gz,20251028264-1.nii.gz,ok,4.043322563171387,0.36203765869140625,-184.8046875,-292.9921875,-1249.0999755859375,223.96875,-7.1015625,-689.0999755859375,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028267-1.nii.gz,20251028267-1.nii.gz,ok,3.525115728378296,0.3417701721191406,-204.4187469482422,-277.51874923706055,-623.5449829101562,193.2375030517578,-12.674999237060547,-133.54498291015625,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028268-1.nii.gz,20251028268-1.nii.gz,ok,3.630826234817505,0.46421051025390625,-217.00575256347656,-269.3205032348633,-422.61199951171875,193.05674743652344,-25.47675323486328,97.38800048828125,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028270-1.nii.gz,20251028270-1.nii.gz,ok,3.878843069076538,0.27734375,-201.22265625,-300.61184310913086,-1512.9000244140625,196.77734375,-12.99465560913086,-987.9000244140625,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028273-1.nii.gz,20251028273-1.nii.gz,ok,1.437683343887329,0.18181818181818177,-175.59760749340063,-267.15234375,-1081.700031220913,198.80239808559418,-72.15234375,-624.1000244021417,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028275-2.nii.gz,20251028275-2.nii.gz,ok,4.149908065795898,0.33209228515625,-177.6544189453125,-277.6822967529297,-81.47799682617188,203.0643310546875,-6.7272186279296875,483.5220031738281,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028286-1.nii.gz,20251028286-1.nii.gz,ok,3.3168013095855713,0.4011878967285156,-161.17593383789062,-276.3043746948242,-103.9520034790039,159.56625366210938,-60.48406219482422,371.0479965209961,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028287-1.nii.gz,20251028287-1.nii.gz,ok,4.285130023956299,0.20703125,-174.8653564453125,-284.5546875,3.1519999504089355,174.1346435546875,-7.80859375,533.1519999504089,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028288-1.nii.gz,20251028288-1.nii.gz,ok,3.56404185295105,0.37892913818359375,-176.82135009765625,-298.1762809753418,-1506.5,232.29193115234375,-16.174327850341797,-996.5,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028289-1.nii.gz,20251028289-1.nii.gz,ok,4.620147943496704,0.3076324462890625,-209.86553955078125,-308.8799285888672,-2053.9000244140625,262.79071044921875,57.33100891113281,-1433.9000244140625,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028290-1.nii.gz,20251028290-1.nii.gz,ok,3.3327860832214355,0.177734375,-176.31640625,-297.37890625,-1187.300048828125,173.68359375,-9.5859375,-676.2881479263306,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028293-1.nii.gz,20251028293-1.nii.gz,ok,2.485992193222046,0.126953125,-246.89528703689575,-236.2590794712305,-187.42286372184753,202.18111771345139,-9.880246799439192,312.39903569221497,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028298-1.nii.gz,20251028298-1.nii.gz,ok,9.036458015441895,0.197265625,-174.62001037597656,-288.9907531738281,61.90800094604492,188.37998962402344,2.401824951171875,641.9080009460449,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028299-1.nii.gz,20251028299-1.nii.gz,ok,7.276662111282349,0.41015625,-200.673828125,-298.14453125,-1267.199951171875,222.326171875,-48.640625,-676.2908515930176,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028300-1.nii.gz,20251028300-1.nii.gz,ok,5.754117012023926,0.0902862548828125,-127.4528384655714,-330.9242930561304,-1000.9201049804688,148.7866838723421,51.16566464304924,-560.9201049804688,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028304-1.nii.gz,20251028304-1.nii.gz,ok,7.7021331787109375,0.255859375,-181.0797119140625,-279.7289047241211,1.375,196.9202880859375,1.5562515258789062,521.375,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028309-1.nii.gz,20251028309-1.nii.gz,ok,4.597262859344482,0.3219512195121951,-201.85935550928127,-266.07431247830397,-968.2603192925452,216.7611044049263,-6.58916562795639,-463.4603268504143,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028311-1.nii.gz,20251028311-1.nii.gz,ok,6.593974351882935,0.244140625,-195.4086456298828,-296.90901947021484,-1260.5,178.5913543701172,-14.217613220214844,-715.5,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028313-1.nii.gz,20251028313-1.nii.gz,ok,3.9799904823303223,0.326171875,-216.8443603515625,-277.1957015991211,-86.93900299072266,196.1556396484375,1.0953140258789062,463.06099700927734,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028314-1.nii.gz,20251028314-1.nii.gz,ok,4.92702054977417,0.291015625,-228.7436981201172,-302.517578125,-684.1699829101562,234.2563018798828,25.7421875,-44.16998291015625,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028315-1.nii.gz,20251028315-1.nii.gz,ok,4.286948204040527,0.279296875,-181.755859375,-288.875,-1115.5999755859375,199.244140625,-14.287109375,-570.5999755859375,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028319-1.nii.gz,20251028319-1.nii.gz,ok,3.7989442348480225,0.3597602844238281,-228.53526306152344,-301.02637481689453,-598.629997253418,173.63465881347656,-32.11035919189453,-63.62999725341797,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028321-1.nii.gz,20251028321-1.nii.gz,ok,4.588201999664307,0.3046875,-202.80235290527344,-278.8089828491211,-1101.7330322265625,210.19764709472656,8.355079650878906,-526.7330322265625,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028322-1.nii.gz,20251028322-1.nii.gz,ok,1.5273656845092773,0.134765625,-254.64868599176407,-248.43001677840948,-55.4167662858963,241.51427641510963,-51.173936530947685,498.69889533519745,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028325-1.nii.gz,20251028325-1.nii.gz,ok,4.573498964309692,0.3491058349609375,-194.42352294921875,-296.42474365234375,-52.5,195.31866455078125,-10.18255615234375,532.5,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028327-1.nii.gz,20251028327-1.nii.gz,ok,1.27925705909729,0.1875,-211.15606808662415,-265.74185943603516,-1147.0744415521622,215.05983996391296,-60.741859436035156,-622.5010162591934,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028329-1.nii.gz,20251028329-1.nii.gz,ok,1.3305797576904297,0.265625,-196.6538896560669,-271.9615898132324,-330.87444460392,188.57971954345703,-51.96158981323242,193.69898068904877,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028330-1.nii.gz,20251028330-1.nii.gz,ok,1.3118259906768799,0.302734375,-180.0990586578846,-270.14178266376257,-1282.6871733665466,238.44325909018517,-24.49477745592594,-662.3011870384216,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028332-1.nii.gz,20251028332-1.nii.gz,ok,2.7658071517944336,0.35448455810546875,-172.78125,-300.25,-1174.800048828125,175.3125,-38.078125,-759.800048828125,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028334-1.nii.gz,20251028334-1.nii.gz,ok,3.4205667972564697,0.36810302734375,-155.59580993652344,-293.87874603271484,-1797.5,217.04286193847656,-39.909996032714844,-1297.5,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028335-1.nii.gz,20251028335-1.nii.gz,ok,3.9924418926239014,0.302734375,-161.36001586914062,-290.3275146484375,-1555.9000244140625,191.63998413085938,-44.1927490234375,-1030.9000244140625,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028336-1.nii.gz,20251028336-1.nii.gz,ok,3.9343204498291016,0.302734375,-174.7515411376953,-267.9605484008789,-754.6749877929688,178.2484588623047,-21.825782775878906,-204.67498779296875,
C:\Users\User1\pneumo_dataset\merged\Pneumo_Positive\20251028337-1.nii.gz,20251028337-1.nii.gz,ok,3.2456483840942383,0.2886924743652344,-163.00123596191406,-294.84932804107666,-868.7000122070312,192.10618591308594,11.38309383392334,-403.70001220703125,
